"source_genesymbol" "target_genesymbol" "from" "to" "consensus_stimulation" "consensus_inhibition"
"3321" "FOXJ2" "LRBA" "Q9P0K8" "P50851" 1 0
"3322" "FOXJ2" "MAK" "Q9P0K8" "P20794" 1 0
"3323" "FOXJ2" "OSR2" "Q9P0K8" "Q8N2R0" 1 0
"3324" "FOXJ2" "OTUD5" "Q9P0K8" "Q96G74" 1 0
"3325" "FOXJ2" "PCGF5" "Q9P0K8" "Q86SE9" 1 0
"3326" "FOXJ2" "PER1" "Q9P0K8" "O15534" 1 0
"3327" "FOXJ2" "PIK3CA" "Q9P0K8" "P42336" 1 0
"3328" "FOXJ2" "QTRT2" "Q9P0K8" "Q9H974" 1 0
"3329" "FOXJ2" "RHOBTB1" "Q9P0K8" "A0A024QZL4" 1 0
"3330" "FOXJ2" "SAMSN1" "Q9P0K8" "Q9NSI8" 1 0
"3331" "FOXJ2" "SELENOP" "Q9P0K8" "P49908" 1 0
"3332" "FOXJ2" "STAG2" "Q9P0K8" "Q6MZP3" 1 0
"3333" "FOXJ2" "TNRC18" "Q9P0K8" "A3KMH2" 1 0
"3334" "FOXJ2" "TNXB" "Q9P0K8" "O95680" 1 0
"3335" "FOXJ2" "TRA2A" "Q9P0K8" "Q13595" 1 0
"3336" "FOXJ2" "WEE1" "Q9P0K8" "P30291" 1 0
"3337" "FOXJ2" "ZBTB20" "Q9P0K8" "Q9HC78" 1 0
"3338" "FOXK2" "AKT2" "Q01167" "B4DG79" 1 0
"3339" "FOXK2" "ANKRD11" "Q01167" "Q6UB99" 1 0
"3340" "FOXK2" "ARID5B" "Q01167" "Q14865" 1 0
"3341" "FOXK2" "ATF7IP2" "Q01167" "Q5U623" 1 0
"3342" "FOXK2" "CLEC16A" "Q01167" "Q2KHT3" 1 0
"3343" "FOXK2" "CMBL" "Q01167" "Q96DG6" 1 0
"3344" "FOXK2" "CTTN" "Q01167" "Q14247" 1 0
"3345" "FOXK2" "DIXDC1" "Q01167" "Q155Q3" 1 0
"3346" "FOXK2" "DNAJB6" "Q01167" "O75190" 1 0
"3347" "FOXK2" "DPP9" "Q01167" "Q86TI2" 1 0
"3348" "FOXK2" "FDFT1" "Q01167" "P37268" 1 0
"3349" "FOXK2" "FOXK1" "Q01167" "P85037" 1 0
"3350" "FOXK2" "GATAD2A" "Q01167" "A0A024R7M6" 1 0
"3351" "FOXK2" "HNRNPF" "Q01167" "A0A024R7T3" 1 0
"3352" "FOXK2" "ITPR1" "Q01167" "B4DER3" 1 0
"3353" "FOXK2" "KDM6B" "Q01167" "O15054" 1 0
"3354" "FOXK2" "LDLR" "Q01167" "A0A024R7D5" 1 0
"3355" "FOXK2" "MARK2" "Q01167" "Q7KZI7" 1 0
"3356" "FOXK2" "MED15" "Q01167" "Q6PKB8" 1 0
"3357" "FOXK2" "MGRN1" "Q01167" "O60291" 1 0
"3358" "FOXK2" "MNT" "Q01167" "Q99583" 1 0
"3359" "FOXK2" "MTHFR" "Q01167" "P42898" 1 0
"3360" "FOXK2" "NEDD4L" "Q01167" "A0A024R2A4" 1 0
"3361" "FOXK2" "NSUN4" "Q01167" "Q96CB9" 1 0
"3362" "FOXK2" "OSBPL9" "Q01167" "Q96SU4" 1 0
"3363" "FOXK2" "PCBP1" "Q01167" "Q15365" 1 0
"3364" "FOXK2" "PHF12" "Q01167" "Q96QT6" 1 0
"3365" "FOXK2" "PI4KA" "Q01167" "B4DYG5" 1 0
"3366" "FOXK2" "PICALM" "Q01167" "A0A024R5L7" 1 0
"3367" "FOXK2" "POR" "Q01167" "P16435" 1 0
"3368" "FOXK2" "PTP4A2" "Q01167" "Q12974" 1 0
"3369" "FOXK2" "SEMA4B" "Q01167" "J3KNP4" 1 0
"3370" "FOXK2" "SMURF1" "Q01167" "Q9HCE7" 1 0
"3371" "FOXK2" "SNAP23" "Q01167" "A8K287" 1 0
"3372" "FOXK2" "ST7" "Q01167" "Q9NRC1" 1 0
"3373" "FOXK2" "STAT3" "Q01167" "P40763" 1 0
"3374" "FOXK2" "TLE3" "Q01167" "Q04726" 1 0
"3375" "FOXK2" "TLK1" "Q01167" "Q9UKI8" 1 0
"3376" "FOXK2" "TPM3" "Q01167" "A0A0S2Z4I4" 1 0
"3377" "FOXK2" "TRAPPC10" "Q01167" "P48553" 1 0
"3378" "FOXK2" "TSC22D2" "Q01167" "B4DN36" 1 0
"3379" "FOXK2" "TXNIP" "Q01167" "Q9H3M7" 1 0
"3380" "FOXK2" "UBE2D3" "Q01167" "D6RAH7" 1 0
"3381" "FOXK2" "USP42" "Q01167" "Q9H9J4" 1 0
"3382" "FOXK2" "VPS13D" "Q01167" "Q5THJ4" 1 0
"3383" "FOXK2" "WEE1" "Q01167" "P30291" 1 0
"3384" "FOXK2" "XPO7" "Q01167" "Q9UIA9" 1 0
"3385" "FOXK2" "XXYLT1" "Q01167" "A0A140T9D0" 1 0
"3386" "FOXK2" "ZNF131" "Q01167" "P52739" 1 0
"3387" "FOXK2" "ZSCAN31" "Q01167" "A0A024RCL4" 1 0
"3388" "FOXL2" "AMH" "P58012" "P03971" 1 0
"3389" "FOXL2" "ATF3" "P58012" "P18847" 1 0
"3390" "FOXL2" "BCL2A1" "P58012" "Q16548" 1 0
"3391" "FOXL2" "CCL20" "P58012" "P78556" 1 0
"3392" "FOXL2" "CCL3" "P58012" "A0N0R1" 1 0
"3393" "FOXL2" "CCL3L1" "P58012" "P16619" 1 0
"3394" "FOXL2" "CCL3L3" "P58012" "P16619" 1 0
"3395" "FOXL2" "CH25H" "P58012" "O95992" 1 0
"3396" "FOXL2" "CXCL2" "P58012" "A0A024RDD9" 1 0
"3397" "FOXL2" "CXCL3" "P58012" "P19876" 1 0
"3398" "FOXL2" "CYP17A1" "P58012" "P05093" 1 0
"3399" "FOXL2" "CYP19A1" "P58012" "A0A024R5S8" 0 1
"3400" "FOXL2" "FOS" "P58012" "P01100" 1 0
"3401" "FOXL2" "FSHB" "P58012" "A0A0F7RQE8" 1 0
"3402" "FOXL2" "IER3" "P58012" "A0A1U9X7X2" 1 0
"3403" "FOXL2" "IL11" "P58012" "A8K3F7" 1 0
"3404" "FOXL2" "NR5A2" "P58012" "O00482" 1 0
"3405" "FOXL2" "PPARGC1A" "P58012" "Q9UBK2" 1 0
"3406" "FOXL2" "PTGS2" "P58012" "P35354" 1 0
"3407" "FOXL2" "SIRT1" "P58012" "A8K128" 1 0
"3408" "FOXL2" "SOD2" "P58012" "P04179" 1 0
"3409" "FOXL2" "TNFAIP3" "P58012" "P21580" 1 0
"3410" "FOXM1" "AURKB" "A0A0D9SFF0" "Q96GD4" 1 0
"3411" "FOXM1" "BIRC5" "A0A0D9SFF0" "O15392" 1 0
"3412" "FOXM1" "BMI1" "A0A0D9SFF0" "P35226" 1 0
"3413" "FOXM1" "BRCA2" "A0A0D9SFF0" "P51587" 1 0
"3414" "FOXM1" "CCNB1" "A0A0D9SFF0" "P14635" 1 0
"3415" "FOXM1" "CCND1" "A0A0D9SFF0" "P24385" 1 0
"3416" "FOXM1" "CCND2" "A0A0D9SFF0" "P30279" 1 0
"3417" "FOXM1" "CDC25A" "A0A0D9SFF0" "A0A024R2S4" 1 0
"3418" "FOXM1" "CDC25B" "A0A0D9SFF0" "B4DIG0" 1 0
"3419" "FOXM1" "CDC25C" "A0A0D9SFF0" "P30307" 1 0
"3420" "FOXM1" "CDC6" "A0A0D9SFF0" "A0A024R1S2" 1 0
"3421" "FOXM1" "CDKN1A" "A0A0D9SFF0" "A0A024RCX5" 1 0
"3422" "FOXM1" "CDKN1B" "A0A0D9SFF0" "P46527" 1 0
"3423" "FOXM1" "CDX2" "A0A0D9SFF0" "Q99626" 1 0
"3424" "FOXM1" "CENPA" "A0A0D9SFF0" "P49450" 1 0
"3425" "FOXM1" "CENPB" "A0A0D9SFF0" "P07199" 1 0
"3426" "FOXM1" "CENPF" "A0A0D9SFF0" "P49454" 1 0
"3427" "FOXM1" "CKS1B" "A0A0D9SFF0" "P61024" 1 0
"3428" "FOXM1" "CYP7A1" "A0A0D9SFF0" "P22680" 1 0
"3429" "FOXM1" "ESR1" "A0A0D9SFF0" "G4XH65" 1 0
"3430" "FOXM1" "FOS" "A0A0D9SFF0" "P01100" 1 0
"3431" "FOXM1" "FOXF1" "A0A0D9SFF0" "Q12946" 1 0
"3432" "FOXM1" "ITGB1" "A0A0D9SFF0" "P05556" 1 0
"3433" "FOXM1" "LAMA2" "A0A0D9SFF0" "P24043" 1 0
"3434" "FOXM1" "LAMA4" "A0A0D9SFF0" "A0A0A0MQS9" 1 0
"3435" "FOXM1" "MMP2" "A0A0D9SFF0" "P08253" 1 0
"3436" "FOXM1" "MYC" "A0A0D9SFF0" "A0A087WVR4" 1 0
"3437" "FOXM1" "ONECUT1" "A0A0D9SFF0" "Q9UBC0" 1 0
"3438" "FOXM1" "PECAM1" "A0A0D9SFF0" "A0A075B738" 1 0
"3439" "FOXM1" "PLK1" "A0A0D9SFF0" "P53350" 1 0
"3440" "FOXM1" "SKP2" "A0A0D9SFF0" "Q13309" 1 0
"3441" "FOXM1" "VEGFA" "A0A0D9SFF0" "A0A087WUD8" 1 0
"3442" "FOXM1" "XRCC1" "A0A0D9SFF0" "B2RCY5" 1 0
"3443" "FOXO1" "ABCB1" "Q12778" "A4D1D2" 1 0
"3444" "FOXO1" "AGRP" "Q12778" "C6SUN5" 1 0
"3445" "FOXO1" "ALPI" "Q12778" "A0A024R4A2" 1 0
"3446" "FOXO1" "ANGPT2" "Q12778" "O15123" 1 0
"3447" "FOXO1" "BCL2L11" "Q12778" "O43521" 1 0
"3448" "FOXO1" "CAV1" "Q12778" "A0A024R757" 1 0
"3449" "FOXO1" "CCNB1" "Q12778" "P14635" 0 1
"3450" "FOXO1" "CCNB2" "Q12778" "O95067" 0 1
"3451" "FOXO1" "CCND1" "Q12778" "P24385" 0 1
"3452" "FOXO1" "CCND2" "Q12778" "P30279" 0 1
"3453" "FOXO1" "CCNG2" "Q12778" "A0A024RDC7" 1 0
"3454" "FOXO1" "CDKN1A" "Q12778" "A0A024RCX5" 1 0
"3455" "FOXO1" "CDKN1B" "Q12778" "P46527" 1 0
"3456" "FOXO1" "CDKN1C" "Q12778" "P49918" 1 0
"3457" "FOXO1" "CDKN2B" "Q12778" "K7PPU3" 1 0
"3458" "FOXO1" "CDKN2D" "Q12778" "A0A024R796" 1 0
"3459" "FOXO1" "CNOT8" "Q12778" "Q9UFF9" 1 0
"3460" "FOXO1" "CNR1" "Q12778" "P21554" 0 1
"3461" "FOXO1" "DAAM1" "Q12778" "Q9Y4D1" 1 0
"3462" "FOXO1" "DAPK1" "Q12778" "P53355" 1 0
"3463" "FOXO1" "DUSP4" "Q12778" "Q13115" 0 1
"3464" "FOXO1" "EIF4EBP1" "Q12778" "Q13541" 1 0
"3465" "FOXO1" "G6PC" "Q12778" "P35575" 1 0
"3466" "FOXO1" "IGFBP1" "Q12778" "P08833" 1 0
"3467" "FOXO1" "IL1B" "Q12778" "P01584" 1 0
"3468" "FOXO1" "KLF2" "Q12778" "Q9Y5W3" 1 0
"3469" "FOXO1" "MCM5" "Q12778" "B1AHB0" 0 1
"3470" "FOXO1" "NOS3" "Q12778" "P29474" 1 0
"3471" "FOXO1" "PCK1" "Q12778" "P35558" 1 0
"3472" "FOXO1" "PCK2" "Q12778" "A0A0A0MS74" 1 0
"3473" "FOXO1" "PDK4" "Q12778" "A4D1H4" 1 0
"3474" "FOXO1" "PPARG" "Q12778" "E9PFX5" 1 0
"3475" "FOXO1" "PRL" "Q12778" "P01236" 1 0
"3476" "FOXO1" "RAG1" "Q12778" "P15918" 1 0
"3477" "FOXO1" "RPS6KA3" "Q12778" "P51812" 1 0
"3478" "FOXO1" "SCP2" "Q12778" "P22307" 1 0
"3479" "FOXO1" "SELL" "Q12778" "P14151" 1 0
"3480" "FOXO1" "TIMP3" "Q12778" "P35625" 0 1
"3481" "FOXO1" "TMEM47" "Q12778" "A0A024RBY7" 1 0
"3482" "FOXO1" "TNFSF10" "Q12778" "P50591" 1 0
"3483" "FOXO1" "TRIM63" "Q12778" "Q969Q1" 1 0
"3484" "FOXO1" "TXNIP" "Q12778" "Q9H3M7" 0 1
"3485" "FOXO3" "ABCB1" "O43524" "A4D1D2" 1 0
"3486" "FOXO3" "AR" "O43524" "P10275" 1 0
"3487" "FOXO3" "BCL2L11" "O43524" "O43521" 1 0
"3488" "FOXO3" "BCL6" "O43524" "P41182" 1 0
"3489" "FOXO3" "BNIP3L" "O43524" "O60238" 1 0
"3490" "FOXO3" "CAT" "O43524" "P04040" 1 0
"3491" "FOXO3" "CBLB" "O43524" "Q13191" 1 0
"3492" "FOXO3" "CCND1" "O43524" "P24385" 0 1
"3493" "FOXO3" "CCND2" "O43524" "P30279" 0 1
"3494" "FOXO3" "CCNG2" "O43524" "A0A024RDC7" 1 0
"3495" "FOXO3" "CDKN1A" "O43524" "A0A024RCX5" 1 0
"3496" "FOXO3" "CDKN2B" "O43524" "K7PPU3" 1 0
"3497" "FOXO3" "CDKN2D" "O43524" "A0A024R796" 1 0
"3498" "FOXO3" "CITED2" "O43524" "D9ZGF1" 1 0
"3499" "FOXO3" "DUSP5" "O43524" "Q16690" 1 0
"3500" "FOXO3" "DUSP6" "O43524" "A0A024RBC1" 1 0
"3501" "FOXO3" "ESR1" "O43524" "G4XH65" 1 0
"3502" "FOXO3" "FASLG" "O43524" "P48023" 1 0
"3503" "FOXO3" "FBXO32" "O43524" "Q969P5" 1 0
"3504" "FOXO3" "FOXO1" "O43524" "Q12778" 1 0
"3505" "FOXO3" "G6PC" "O43524" "P35575" 1 0
"3506" "FOXO3" "GADD45A" "O43524" "P24522" 1 0
"3507" "FOXO3" "GALT" "O43524" "A0A0S2Z3Y7" 1 0
"3508" "FOXO3" "HBP1" "O43524" "B4DJ36" 1 0
"3509" "FOXO3" "ID1" "O43524" "P41134" 1 0
"3510" "FOXO3" "JAK1" "O43524" "P23458" 1 0
"3511" "FOXO3" "KLF4" "O43524" "O43474" 1 0
"3512" "FOXO3" "NOS3" "O43524" "P29474" 1 0
"3513" "FOXO3" "PIK3CA" "O43524" "P42336" 1 0
"3514" "FOXO3" "PINK1" "O43524" "Q9BXM7" 1 0
"3515" "FOXO3" "PLAU" "O43524" "P00749" 0 1
"3516" "FOXO3" "PRDX3" "O43524" "P30048" 1 0
"3517" "FOXO3" "RBL2" "O43524" "Q08999" 1 0
"3518" "FOXO3" "SIRT1" "O43524" "A8K128" 1 0
"3519" "FOXO3" "SOD2" "O43524" "P04179" 1 0
"3520" "FOXO3" "STK11" "O43524" "A0A0S2Z4D1" 1 0
"3521" "FOXO3" "TNFSF10" "O43524" "P50591" 1 0
"3522" "FOXO3" "TXNIP" "O43524" "Q9H3M7" 1 0
"3523" "FOXO4" "BCL2L11" "P98177" "O43521" 1 0
"3524" "FOXO4" "BCL6" "P98177" "P41182" 1 0
"3525" "FOXO4" "CDKN1A" "P98177" "A0A024RCX5" 1 0
"3526" "FOXO4" "CDKN1B" "P98177" "P46527" 1 0
"3527" "FOXO4" "G6PC" "P98177" "P35575" 1 0
"3528" "FOXO4" "GADD45A" "P98177" "P24522" 1 0
"3529" "FOXO4" "IGFBP1" "P98177" "P08833" 1 0
"3530" "FOXO4" "PCK2" "P98177" "A0A0A0MS74" 1 0
"3531" "FOXO4" "PPARGC1A" "P98177" "Q9UBK2" 1 0
"3532" "FOXO4" "RBL2" "P98177" "Q08999" 1 0
"3533" "FOXO4" "SCP2" "P98177" "P22307" 1 0
"3534" "FOXO4" "SOD2" "P98177" "P04179" 1 0
"3535" "FOXO4" "SPRY2" "P98177" "O43597" 1 0
"3536" "FOXO4" "TNFSF10" "P98177" "P50591" 1 0
"3537" "FOXP1" "CDKN1A" "Q9H334" "A0A024RCX5" 0 1
"3538" "FOXP1" "CSF1R" "Q9H334" "P07333" 0 1
"3539" "FOXP1" "IL2" "Q9H334" "P60568" 0 1
"3540" "FOXP1" "KLK3" "Q9H334" "P07288" 0 1
"3541" "FOXP1" "RAG1" "Q9H334" "P15918" 0 1
"3542" "FOXP1" "SFTPC" "Q9H334" "A0A0A0MTC9" 0 1
"3543" "FOXP1" "TCF4" "Q9H334" "B3KVA4" 0 1
"3544" "FOXP1" "ACSL3" "Q9H334" "A0A024R497" 0 1
"3545" "FOXP1" "ACTR3" "Q9H334" "B4DXW1" 0 1
"3546" "FOXP1" "AFF1" "Q9H334" "P51825" 0 1
"3547" "FOXP1" "AFF3" "Q9H334" "P51826" 0 1
"3548" "FOXP1" "AGAP1" "Q9H334" "B2RZG9" 0 1
"3549" "FOXP1" "AMPD3" "Q9H334" "Q01432" 0 1
"3550" "FOXP1" "ANGPT1" "Q9H334" "Q15389" 0 1
"3551" "FOXP1" "ANKRD28" "Q9H334" "O15084" 0 1
"3552" "FOXP1" "AP3B1" "Q9H334" "A0A0S2Z5J4" 0 1
"3553" "FOXP1" "ARHGAP32" "Q9H334" "A7KAX9" 0 1
"3554" "FOXP1" "ARID1A" "Q9H334" "O14497" 0 1
"3555" "FOXP1" "ARID5B" "Q9H334" "Q14865" 0 1
"3556" "FOXP1" "AUTS2" "Q9H334" "Q8WXX7" 0 1
"3557" "FOXP1" "AZIN1" "Q9H334" "B3KTF6" 0 1
"3558" "FOXP1" "BACH1" "Q9H334" "O14867" 0 1
"3559" "FOXP1" "BACH2" "Q9H334" "Q9BYV9" 0 1
"3560" "FOXP1" "BBC3" "Q9H334" "Q96PG8" 0 1
"3561" "FOXP1" "BCAS3" "Q9H334" "Q9H6U6" 0 1
"3562" "FOXP1" "BCL11A" "Q9H334" "D9YZV9" 0 1
"3563" "FOXP1" "BIRC6" "Q9H334" "Q9NR09" 0 1
"3564" "FOXP1" "BNC2" "Q9H334" "Q5H9S4" 0 1
"3565" "FOXP1" "CAB39" "Q9H334" "A0A024R496" 0 1
"3566" "FOXP1" "CACNA2D3" "Q9H334" "Q8IZS8" 0 1
"3567" "FOXP1" "CADM1" "Q9H334" "Q9BY67" 0 1
"3568" "FOXP1" "CAMK2D" "Q9H334" "A0A024RDK3" 0 1
"3569" "FOXP1" "CASZ1" "Q9H334" "B3KRV8" 0 1
"3570" "FOXP1" "CDK6" "Q9H334" "Q00534" 0 1
"3571" "FOXP1" "CEP112" "Q9H334" "Q8N8E3" 0 1
"3572" "FOXP1" "CHD2" "Q9H334" "O14647" 0 1
"3573" "FOXP1" "CHD9" "Q9H334" "Q3L8U1" 0 1
"3574" "FOXP1" "CHN1" "Q9H334" "P15882" 0 1
"3575" "FOXP1" "CHN2" "Q9H334" "P52757" 0 1
"3576" "FOXP1" "CLASP2" "Q9H334" "O75122" 0 1
"3577" "FOXP1" "CREB5" "Q9H334" "Q02930" 0 1
"3578" "FOXP1" "CUL3" "Q9H334" "B7Z600" 0 1
"3579" "FOXP1" "DIP2B" "Q9H334" "Q7Z3H2" 0 1
"3580" "FOXP1" "DLGAP1" "Q9H334" "O14490" 0 1
"3581" "FOXP1" "DOCK4" "Q9H334" "Q8N1I0" 0 1
"3582" "FOXP1" "DST" "Q9H334" "B4DSS9" 0 1
"3583" "FOXP1" "EFNA5" "Q9H334" "P52803" 0 1
"3584" "FOXP1" "EGLN3" "Q9H334" "B3KVT0" 0 1
"3585" "FOXP1" "EIF3H" "Q9H334" "O15372" 0 1
"3586" "FOXP1" "EIF4G3" "Q9H334" "A0A0A0MSA7" 0 1
"3587" "FOXP1" "ELF2" "Q9H334" "Q15723" 0 1
"3588" "FOXP1" "EPB41L2" "Q9H334" "I6L9B1" 0 1
"3589" "FOXP1" "ERC2" "Q9H334" "O15083" 0 1
"3590" "FOXP1" "FAM13A" "Q9H334" "O94988" 0 1
"3591" "FOXP1" "FAT1" "Q9H334" "Q14517" 0 1
"3592" "FOXP1" "FCHSD2" "Q9H334" "O94868" 0 1
"3593" "FOXP1" "FNDC3B" "Q9H334" "Q53EP0" 0 1
"3594" "FOXP1" "FOCAD" "Q9H334" "B3KNV9" 0 1
"3595" "FOXP1" "FOXN3" "Q9H334" "A0A024R6I1" 0 1
"3596" "FOXP1" "GBE1" "Q9H334" "Q04446" 0 1
"3597" "FOXP1" "GLIS3" "Q9H334" "Q1PHJ8" 0 1
"3598" "FOXP1" "GPBP1L1" "Q9H334" "Q9HC44" 0 1
"3599" "FOXP1" "GSE1" "Q9H334" "Q14687" 0 1
"3600" "FOXP1" "GTDC1" "Q9H334" "Q4AE62" 0 1
"3601" "FOXP1" "HECTD1" "Q9H334" "Q9ULT8" 0 1
"3602" "FOXP1" "HIVEP2" "Q9H334" "P31629" 0 1
"3603" "FOXP1" "IGF1R" "Q9H334" "P08069" 0 1
"3604" "FOXP1" "ITGA4" "Q9H334" "P13612" 0 1
"3605" "FOXP1" "ITPR1" "Q9H334" "B4DER3" 0 1
"3606" "FOXP1" "JADE2" "Q9H334" "A0A0C4DFT8" 0 1
"3607" "FOXP1" "KDM4C" "Q9H334" "Q9H3R0" 0 1
"3608" "FOXP1" "KIAA1217" "Q9H334" "Q5T5P2" 0 1
"3609" "FOXP1" "LAMC1" "Q9H334" "P11047" 0 1
"3610" "FOXP1" "LIMCH1" "Q9H334" "Q9UPQ0" 0 1
"3611" "FOXP1" "LIMS1" "Q9H334" "P48059" 0 1
"3612" "FOXP1" "LNX1" "Q9H334" "Q8TBB1" 0 1
"3613" "FOXP1" "LRIG1" "Q9H334" "Q96JA1" 0 1
"3614" "FOXP1" "LSAMP" "Q9H334" "B7Z661" 0 1
"3615" "FOXP1" "LTBP1" "Q9H334" "Q14766" 0 1
"3616" "FOXP1" "MAD1L1" "Q9H334" "Q9Y6D9" 0 1
"3617" "FOXP1" "MAGI1" "Q9H334" "Q96QZ7" 0 1
"3618" "FOXP1" "MAML3" "Q9H334" "Q96JK9" 0 1
"3619" "FOXP1" "MAP2" "Q9H334" "P11137" 0 1
"3620" "FOXP1" "MCTP1" "Q9H334" "Q6DN14" 0 1
"3621" "FOXP1" "MCTP2" "Q9H334" "Q6DN12" 0 1
"3622" "FOXP1" "MECOM" "Q9H334" "Q03112" 0 1
"3623" "FOXP1" "MIPOL1" "Q9H334" "A8K735" 0 1
"3624" "FOXP1" "MPZL1" "Q9H334" "O95297" 0 1
"3625" "FOXP1" "MSI2" "Q9H334" "B4DHE8" 0 1
"3626" "FOXP1" "MTA3" "Q9H334" "D6W5A2" 0 1
"3627" "FOXP1" "NAV2" "Q9H334" "A7E2D6" 0 1
"3628" "FOXP1" "NCOR2" "Q9H334" "C9JE98" 0 1
"3629" "FOXP1" "NPAS3" "Q9H334" "Q8IXF0" 0 1
"3630" "FOXP1" "NRP2" "Q9H334" "O60462" 0 1
"3631" "FOXP1" "NRXN3" "Q9H334" "Q9HDB5" 0 1
"3632" "FOXP1" "NUP98" "Q9H334" "P52948" 0 1
"3633" "FOXP1" "PACS1" "Q9H334" "A0A024R5H6" 0 1
"3634" "FOXP1" "PARP1" "Q9H334" "A0A024R3T8" 0 1
"3635" "FOXP1" "PDE4B" "Q9H334" "Q07343" 0 1
"3636" "FOXP1" "PDS5B" "Q9H334" "Q9NTI5" 0 1
"3637" "FOXP1" "PHLPP1" "Q9H334" "O60346" 0 1
"3638" "FOXP1" "PHTF2" "Q9H334" "Q8N3S3" 0 1
"3639" "FOXP1" "PIK3R1" "Q9H334" "P27986" 0 1
"3640" "FOXP1" "PIP4K2A" "Q9H334" "P48426" 0 1
"3641" "FOXP1" "PLCB1" "Q9H334" "Q9NQ66" 0 1
"3642" "FOXP1" "PMAIP1" "Q9H334" "A0A0S2Z490" 0 1
"3643" "FOXP1" "POU2F1" "Q9H334" "P14859" 0 1
"3644" "FOXP1" "PPP1R12A" "Q9H334" "B2RAH5" 0 1
"3645" "FOXP1" "PREX1" "Q9H334" "Q8TCU6" 0 1
"3646" "FOXP1" "PRKCB" "Q9H334" "P05771" 0 1
"3647" "FOXP1" "PTCH1" "Q9H334" "Q13635" 0 1
"3648" "FOXP1" "RABGAP1L" "Q9H334" "Q5R372" 0 1
"3649" "FOXP1" "RAD51B" "Q9H334" "O15315" 0 1
"3650" "FOXP1" "RAPGEF1" "Q9H334" "Q13905" 0 1
"3651" "FOXP1" "RAPGEF4" "Q9H334" "Q8WZA2" 0 1
"3652" "FOXP1" "RAPGEF5" "Q9H334" "A8MQ07" 0 1
"3653" "FOXP1" "RBPJ" "Q9H334" "Q06330" 0 1
"3654" "FOXP1" "RBPMS" "Q9H334" "Q93062" 0 1
"3655" "FOXP1" "RERE" "Q9H334" "A0A024R4E9" 0 1
"3656" "FOXP1" "RFTN1" "Q9H334" "Q14699" 0 1
"3657" "FOXP1" "RIN2" "Q9H334" "Q8WYP3" 0 1
"3658" "FOXP1" "ROCK1" "Q9H334" "Q13464" 0 1
"3659" "FOXP1" "ROR2" "Q9H334" "Q01974" 0 1
"3660" "FOXP1" "RPTOR" "Q9H334" "Q8N122" 0 1
"3661" "FOXP1" "RUNX1" "Q9H334" "Q01196" 0 1
"3662" "FOXP1" "SDK2" "Q9H334" "Q58EX2" 0 1
"3663" "FOXP1" "SHANK2" "Q9H334" "Q9UPX8" 0 1
"3664" "FOXP1" "SLC22A23" "Q9H334" "A1A5C7" 0 1
"3665" "FOXP1" "SMARCC1" "Q9H334" "Q58EY4" 0 1
"3666" "FOXP1" "SND1" "Q9H334" "A0A140VK49" 0 1
"3667" "FOXP1" "SNX25" "Q9H334" "Q9H3E2" 0 1
"3668" "FOXP1" "SORL1" "Q9H334" "A0A024R3H2" 0 1
"3669" "FOXP1" "SPAG9" "Q9H334" "O60271" 0 1
"3670" "FOXP1" "SPIDR" "Q9H334" "Q14159" 0 1
"3671" "FOXP1" "SSBP2" "Q9H334" "A0A087X159" 0 1
"3672" "FOXP1" "STAG1" "Q9H334" "Q4LE48" 0 1
"3673" "FOXP1" "STAG2" "Q9H334" "Q6MZP3" 0 1
"3674" "FOXP1" "STAT3" "Q9H334" "P40763" 0 1
"3675" "FOXP1" "STIM2" "Q9H334" "B3KUB5" 0 1
"3676" "FOXP1" "SVIL" "Q9H334" "O95425" 0 1
"3677" "FOXP1" "TBC1D2B" "Q9H334" "Q9UPU7" 0 1
"3678" "FOXP1" "TBXAS1" "Q9H334" "P24557" 0 1
"3679" "FOXP1" "TCF12" "Q9H334" "F5GY10" 0 1
"3680" "FOXP1" "TENM4" "Q9H334" "Q6N022" 0 1
"3681" "FOXP1" "THADA" "Q9H334" "Q6YHU6" 0 1
"3682" "FOXP1" "TPD52" "Q9H334" "P55327" 0 1
"3683" "FOXP1" "TPP2" "Q9H334" "P29144" 0 1
"3684" "FOXP1" "TRAPPC9" "Q9H334" "Q96Q05" 0 1
"3685" "FOXP1" "TXNRD1" "Q9H334" "Q16881" 0 1
"3686" "FOXP1" "U2SURP" "Q9H334" "O15042" 0 1
"3687" "FOXP1" "UBE3C" "Q9H334" "Q15386" 0 1
"3688" "FOXP1" "UST" "Q9H334" "Q9Y2C2" 0 1
"3689" "FOXP1" "UTRN" "Q9H334" "P46939" 0 1
"3690" "FOXP1" "VGLL4" "Q9H334" "G5E9M7" 0 1
"3691" "FOXP1" "VPS13A" "Q9H334" "Q96RL7" 0 1
"3692" "FOXP1" "VPS13C" "Q9H334" "Q709C8" 0 1
"3693" "FOXP1" "VPS41" "Q9H334" "P49754" 0 1
"3694" "FOXP1" "WNK1" "Q9H334" "Q9H4A3" 0 1
"3695" "FOXP1" "XXYLT1" "Q9H334" "A0A140T9D0" 0 1
"3696" "FOXP1" "YPEL3" "Q9H334" "A0A024R624" 0 1
"3697" "FOXP1" "ZBTB16" "Q9H334" "A0A024R3C6" 0 1
"3698" "FOXP1" "ZFAT" "Q9H334" "Q4KMQ4" 0 1
"3699" "FOXP1" "ZFP36L1" "Q9H334" "A0A024R658" 0 1
