source_genesymbol	target_genesymbol	from	to	consensus_stimulation	consensus_inhibition
NRF1	TEF	A0A024R770	Q10587	1	0
NRF1	TMEM104	A0A024R770	Q8NE00	1	0
NRF1	TOB2	A0A024R770	Q14106	1	0
NRF1	TRAPPC3	A0A024R770	A0A087WWM0	1	0
NRF1	U2AF2	A0A024R770	P26368	1	0
NRF1	UIMC1	A0A024R770	A0A024R7R0	1	0
NRF1	WDR12	A0A024R770	Q53T99	1	0
NRF1	ZBTB17	A0A024R770	Q13105	1	0
NRF1	ZBTB4	A0A024R770	Q9P1Z0	1	0
NRF1	ZCWPW1	A0A024R770	Q9H0M4	1	0
NRF1	ZNF263	A0A024R770	O14978	1	0
OTX2	ADAMTS18	F1T0D1	Q2VYF7	1	0
OTX2	ARHGAP15	F1T0D1	Q53QZ3	1	0
OTX2	CREB5	F1T0D1	Q02930	1	0
OTX2	DCLK1	F1T0D1	O15075	1	0
OTX2	DDX60L	F1T0D1	Q5H9U9	1	0
OTX2	DENND1A	F1T0D1	Q8TEH3	1	0
OTX2	DIAPH3	F1T0D1	B4DPV3	1	0
OTX2	ENPP2	F1T0D1	Q13822	1	0
OTX2	EXPH5	F1T0D1	Q149M6	1	0
OTX2	FRYL	F1T0D1	B3KXG5	1	0
OTX2	ITGA1	F1T0D1	P56199	1	0
OTX2	MACF1	F1T0D1	Q6ZSD7	1	0
OTX2	MBNL2	F1T0D1	Q5VZF2	1	0
OTX2	MEF2C	F1T0D1	Q06413	1	0
OTX2	MYO1E	F1T0D1	Q12965	1	0
OTX2	NBEA	F1T0D1	Q8NFP9	1	0
OTX2	PDE1A	F1T0D1	P54750	1	0
OTX2	SYNE1	F1T0D1	B4E3R1	1	0
OTX2	TBC1D5	F1T0D1	Q92609	1	0
OTX2	TMCO5A	F1T0D1	Q8N6Q1	1	0
OTX2	TULP4	F1T0D1	Q9NRJ4	1	0
PAX5	BCL2	Q02548	A0A024R2B3	0	1
PAX5	BLK	Q02548	E9PJX5	0	1
PAX5	CD19	Q02548	P15391	1	0
PAX5	CD79A	Q02548	P11912	1	0
PAX5	PRDM1	Q02548	O75626	0	1
PAX5	TP53	Q02548	K7PPA8	1	0
PAX5	XBP1	Q02548	P17861	0	1
PAX5	FCER2	Q02548	K3W4U1	1	0
PAX5	PRKCE	Q02548	L7RTI5	1	0
PAX5	ABR	Q02548	B7Z2X0	1	0
PAX5	AKNA	Q02548	Q64FY1	1	0
PAX5	APBB2	Q02548	B4DJ88	1	0
PAX5	BCL11A	Q02548	D9YZV9	1	0
PAX5	CD22	Q02548	P20273	1	0
PAX5	CD70	Q02548	A0A0U5JA32	1	0
PAX5	CIRBP	Q02548	Q14011	1	0
PAX5	CORO1A	Q02548	A0A024R611	1	0
PAX5	DUSP10	Q02548	Q9Y6W6	1	0
PAX5	FCHO1	Q02548	A0A0C3SFZ9	1	0
PAX5	GPER1	Q02548	A0A024R849	1	0
PAX5	GRAMD4	Q02548	Q6IC98	1	0
PAX5	IRF4	Q02548	Q15306	1	0
PAX5	IRF8	Q02548	Q02556	1	0
PAX5	KLF13	Q02548	Q9Y2Y9	1	0
PAX5	KLHDC4	Q02548	Q8TBB5	1	0
PAX5	LONP1	Q02548	P36776	1	0
PAX5	MACF1	Q02548	Q6ZSD7	1	0
PAX5	MAD1L1	Q02548	Q9Y6D9	1	0
PAX5	MED15	Q02548	Q6PKB8	1	0
PAX5	MGAT1	Q02548	P26572	1	0
PAX5	MICAL3	Q02548	Q7RTP6	1	0
PAX5	MX2	Q02548	P20592	1	0
PAX5	NCOR2	Q02548	C9JE98	1	0
PAX5	NR4A1	Q02548	P22736	1	0
PAX5	PER1	Q02548	O15534	1	0
PAX5	PIK3R5	Q02548	L7RT34	1	0
PAX5	POU2AF1	Q02548	Q16633	1	0
PAX5	RAC2	Q02548	A0A024R1P2	1	0
PAX5	RAD51B	Q02548	O15315	1	0
PAX5	RGS12	Q02548	O14924	1	0
PAX5	RHOH	Q02548	Q15669	1	0
PAX5	RUNX3	Q02548	A0A024RAH4	1	0
PAX5	RYR1	Q02548	P21817	1	0
PAX5	SMAD3	Q02548	P84022	1	0
PAX5	SMAD7	Q02548	O15105	1	0
PAX5	SMARCA4	Q02548	A7E2E1	1	0
PAX5	SNX8	Q02548	Q9Y5X2	1	0
PAX5	SP140	Q02548	B4DVW8	1	0
PAX5	TBC1D14	Q02548	Q9P2M4	1	0
PAX5	TCF7	Q02548	P36402	1	0
PAX5	WNT10A	Q02548	Q9GZT5	1	0
PAX5	ZC3H12D	Q02548	A2A288	1	0
PAX5	ZMIZ1	Q02548	A0JLS3	1	0
PAX6	GCK	P26367	P35557	1	0
PAX6	ITGA5	P26367	B2R627	1	0
PAX6	ITGB1	P26367	P05556	1	0
PAX6	KRT12	P26367	Q99456	1	0
PAX6	MET	P26367	A0A024R759	1	0
PAX6	MMP2	P26367	P08253	1	0
PAX6	NANOG	P26367	Q9H9S0	1	0
PAX6	NECAB2	P26367	Q7Z6G3	1	0
PAX6	OLFM3	P26367	B3KTG9	1	0
PAX6	PCSK1	P26367	P29120	1	0
PAX6	PDHX	P26367	O00330	0	1
PAX6	POU5F1	P26367	M1S623	1	0
PAX8	BCL2	Q06710	A0A024R2B3	1	0
PAX8	E2F1	Q06710	Q01094	1	0
PAX8	GATA3	Q06710	P23771	1	0
PAX8	NCAM1	Q06710	P13591	1	0
PAX8	SLC5A5	Q06710	Q92911	1	0
PAX8	TG	Q06710	P01266	0	1
PAX8	TP53	Q06710	K7PPA8	0	1
PAX8	TPO	Q06710	P07202	1	0
PBX2	UGT2B17	A0A024RCR3	O75795	1	0
PBX2	PHF21A	A0A024RCR3	Q96BD5	1	0
PBX2	ANKRD11	A0A024RCR3	Q6UB99	1	0
PBX2	ARHGAP6	A0A024RCR3	O43182	1	0
PBX2	ARHGEF1	A0A024RCR3	A0A024R0R1	1	0
PBX2	ARHGEF2	A0A024RCR3	Q92974	1	0
PBX2	BCOR	A0A024RCR3	Q6W2J9	1	0
PBX2	CDYL	A0A024RCR3	Q9Y232	1	0
PBX2	CREBBP	A0A024RCR3	Q92793	1	0
PBX2	DLG1	A0A024RCR3	Q12959	1	0
PBX2	DNM2	A0A024RCR3	P50570	1	0
PBX2	DYRK1A	A0A024RCR3	Q13627	1	0
PBX2	DYSF	A0A024RCR3	O75923	1	0
PBX2	FOXP1	A0A024RCR3	Q9H334	1	0
PBX2	FYN	A0A024RCR3	P06241	1	0
PBX2	GALNT2	A0A024RCR3	B7Z6K2	1	0
PBX2	GARNL3	A0A024RCR3	Q5VVW2	1	0
PBX2	GTDC1	A0A024RCR3	Q4AE62	1	0
PBX2	HIP1	A0A024RCR3	B4DK46	1	0
PBX2	HOXB3	A0A024RCR3	P14651	1	0
PBX2	JARID2	A0A024RCR3	Q92833	1	0
PBX2	KDM2B	A0A024RCR3	Q8NHM5	1	0
PBX2	KIAA0513	A0A024RCR3	O60268	1	0
PBX2	KSR1	A0A024RCR3	Q8IVT5	1	0
PBX2	MAPKAP1	A0A024RCR3	Q9BPZ7	1	0
PBX2	MBNL2	A0A024RCR3	Q5VZF2	1	0
PBX2	MEIS1	A0A024RCR3	O00470	1	0
PBX2	MITF	A0A024RCR3	O75030	1	0
PBX2	MSI2	A0A024RCR3	B4DHE8	1	0
PBX2	NAV2	A0A024RCR3	A7E2D6	1	0
PBX2	NBAS	A0A024RCR3	A2RRP1	1	0
PBX2	NFASC	A0A024RCR3	O94856	1	0
PBX2	PACSIN2	A0A024RCR3	Q9UNF0	1	0
PBX2	PIK3C2B	A0A024RCR3	A2RUF7	1	0
PBX2	PIK3R1	A0A024RCR3	P27986	1	0
PBX2	PLCG2	A0A024RCR3	P16885	1	0
PBX2	PRKCB	A0A024RCR3	P05771	1	0
PBX2	RARA	A0A024RCR3	P10276	1	0
PBX2	SLC25A25	A0A024RCR3	Q6KCM7	1	0
PBX2	SOX6	A0A024RCR3	P35712	1	0
PBX2	TACC1	A0A024RCR3	O75410	1	0
PBX2	TIAM2	A0A024RCR3	Q8IVF5	1	0
PBX2	TLE3	A0A024RCR3	Q04726	1	0
PBX2	ZFPM2	A0A024RCR3	Q8WW38	1	0
PBX3	MEIS2	P40426	A0A024R9L4	1	0
PBX3	PBX1	P40426	A8K5V0	1	0
PBX3	AKAP6	P40426	B2RP22	1	0
PBX3	APBB2	P40426	B4DJ88	1	0
PBX3	ATXN1	P40426	P54253	1	0
PBX3	BBX	P40426	A8K6U2	1	0
PBX3	CACNA2D1	P40426	P54289	1	0
PBX3	CCDC97	P40426	Q96F63	1	0
PBX3	CD226	P40426	Q15762	1	0
PBX3	CHN1	P40426	P15882	1	0
PBX3	COL21A1	P40426	A0A158RFW1	1	0
PBX3	CSNK1D	P40426	P48730	1	0
PBX3	DAAM1	P40426	Q9Y4D1	1	0
PBX3	DMD	P40426	P11532	1	0
PBX3	ERGIC1	P40426	Q969X5	1	0
PBX3	FAM110B	P40426	A0A024R7V5	1	0
PBX3	FLNA	P40426	P21333	1	0
PBX3	FNDC3B	P40426	Q53EP0	1	0
PBX3	FRMD4B	P40426	B3KNA2	1	0
PBX3	FTO	P40426	B3KU60	1	0
PBX3	FYN	P40426	P06241	1	0
PBX3	GALNT2	P40426	B7Z6K2	1	0
PBX3	HMCN1	P40426	Q96RW7	1	0
PBX3	IGF1R	P40426	P08069	1	0
PBX3	INPP5A	P40426	Q14642	1	0
PBX3	JARID2	P40426	Q92833	1	0
PBX3	KCNMA1	P40426	Q12791	1	0
PBX3	MACF1	P40426	Q6ZSD7	1	0
PBX3	MACROD2	P40426	A1Z1Q3	1	0
PBX3	MAP4	P40426	P27816	1	0
PBX3	MYLK	P40426	Q05B97	1	0
PBX3	NBEA	P40426	Q8NFP9	1	0
PBX3	PACSIN2	P40426	Q9UNF0	1	0
PBX3	PARD3	P40426	Q8TEW0	1	0
PBX3	PDE4D	P40426	A0A140VJR0	1	0
PBX3	PLCB1	P40426	Q9NQ66	1	0
PBX3	PRICKLE2	P40426	A0A024R368	1	0
PBX3	RARB	P40426	F1D8S6	1	0
PBX3	RNF150	P40426	Q9ULK6	1	0
PBX3	RPS6KA2	P40426	Q15349	1	0
PBX3	RUNX1T1	P40426	B2R6I9	1	0
PBX3	SEC14L1	P40426	A5PLM6	1	0
PBX3	SLIT2	P40426	O94813	1	0
PBX3	SPATS2L	P40426	A0A024R3V0	1	0
PBX3	ST7	P40426	Q9NRC1	1	0
PBX3	TIAM2	P40426	Q8IVF5	1	0
PBX3	TLE4	P40426	Q04727	1	0
PBX3	TNS1	P40426	B7Z6H8	1	0
PBX3	WWC1	P40426	Q8IX03	1	0
PBX3	ZNF385B	P40426	Q569K4	1	0
PBX3	ZNF407	P40426	Q9C0G0	1	0
PKNOX1	PTPN6	B4DGV5	P29350	1	0
PKNOX1	AP4S1	B4DGV5	Q9Y587	1	0
PKNOX1	ARHGAP6	B4DGV5	O43182	1	0
PKNOX1	ASTN2	B4DGV5	B7ZKP4	1	0
PKNOX1	DNM2	B4DGV5	P50570	1	0
PKNOX1	FAM13A	B4DGV5	O94988	1	0
PKNOX1	FGD6	B4DGV5	Q6ZV73	1	0
PKNOX1	GALNT2	B4DGV5	B7Z6K2	1	0
PKNOX1	GATAD2A	B4DGV5	A0A024R7M6	1	0
PKNOX1	HDAC4	B4DGV5	P56524	1	0
PKNOX1	HIP1	B4DGV5	B4DK46	1	0
PKNOX1	JARID2	B4DGV5	Q92833	1	0
PKNOX1	KIAA0513	B4DGV5	O60268	1	0
PKNOX1	LIMS1	B4DGV5	P48059	1	0
PKNOX1	LYRM9	B4DGV5	A8MSI8	1	0
PKNOX1	MCC	B4DGV5	P23508	1	0
PKNOX1	MCF2L2	B4DGV5	Q86YR7	1	0
PKNOX1	MEIS1	B4DGV5	O00470	1	0
PKNOX1	MICAL3	B4DGV5	Q7RTP6	1	0
PKNOX1	PRKCB	B4DGV5	P05771	1	0
PKNOX1	RNF220	B4DGV5	Q5VTB9	1	0
PKNOX1	RPS6KC1	B4DGV5	Q96S38	1	0
PKNOX1	SIL1	B4DGV5	A0A0S2Z6B4	1	0
PKNOX1	SLC25A25	B4DGV5	Q6KCM7	1	0
PKNOX1	SPRED2	B4DGV5	B3KPL5	1	0
PKNOX1	SPTB	B4DGV5	P11277	1	0
PKNOX1	TBPL1	B4DGV5	P62380	1	0
PKNOX1	TCF4	B4DGV5	B3KVA4	1	0
PKNOX1	TECR	B4DGV5	B3KSQ1	1	0
PKNOX1	THADA	B4DGV5	Q6YHU6	1	0
PKNOX1	TNS1	B4DGV5	B7Z6H8	1	0
PKNOX1	TUSC3	B4DGV5	Q13454	1	0
PKNOX1	WNT3	B4DGV5	P56703	1	0
POU2F1	BDKRB1	P14859	P46663	1	0
POU2F1	CCND1	P14859	P24385	1	0
POU2F1	CXCR5	P14859	A0N0R2	1	0
POU2F1	GADD45A	P14859	P24522	1	0
POU2F1	GCM1	P14859	Q9NP62	1	0
POU2F1	GNRH1	P14859	P01148	1	0
POU2F1	HLA-DRA	P14859	A0A0G2JMH6	1	0
POU2F1	HPGDS	P14859	O60760	1	0
POU2F1	IL4	P14859	D4HNR6	0	1
POU2F1	IL5	P14859	P05113	1	0
POU2F1	MYC	P14859	A0A087WVR4	1	0
POU2F1	PLAU	P14859	P00749	1	0
POU2F1	POU2AF1	P14859	Q16633	1	0
POU2F1	PTGIR	P14859	P43119	1	0
POU2F1	RPTOR	P14859	Q8N122	1	0
POU2F1	RRM2B	P14859	Q7LG56	1	0
POU2F1	SNAPC1	P14859	B2RC42	1	0
POU2F1	SPI1	P14859	P17947	1	0
POU2F1	SPP1	P14859	A0A024RDE6	1	0
POU2F1	ST6GAL1	P14859	P15907	1	0
POU2F1	TFAP2A	P14859	P05549	1	0
POU2F1	TSC22D3	P14859	Q5JRJ2	1	0
POU2F1	TXNRD1	P14859	Q16881	1	0
POU2F1	UGT2B7	P14859	P16662	1	0
POU2F1	VWF	P14859	P04275	1	0
POU2F2	HLA-DOB	P09086	P13765	1	0
POU2F2	HLA-DRA	P09086	A0A0G2JMH6	1	0
POU2F2	IL5	P09086	P05113	1	0
POU2F2	SPI1	P09086	P17947	1	0
POU2F2	SPP1	P09086	A0A024RDE6	1	0
POU2F2	LRRK1	P09086	Q38SD2	1	0
POU2F2	LYN	P09086	P07948	1	0
POU2F2	POU2AF1	P09086	Q16633	1	0
POU2F2	STK10	P09086	O94804	1	0
POU2F2	ABR	P09086	B7Z2X0	1	0
POU2F2	ANK1	P09086	P16157	1	0
POU2F2	ANKRD44	P09086	Q8N8A2	1	0
POU2F2	ANKS1B	P09086	B7Z9I9	1	0
POU2F2	APP	P09086	A0A140VJC8	1	0
POU2F2	ARHGAP25	P09086	P42331	1	0
POU2F2	ARHGEF3	P09086	Q9NR81	1	0
POU2F2	BBX	P09086	A8K6U2	1	0
POU2F2	CACNB4	P09086	O00305	1	0
POU2F2	CD226	P09086	Q15762	1	0
POU2F2	CDK14	P09086	O94921	1	0
POU2F2	CHD9	P09086	Q3L8U1	1	0
POU2F2	CIITA	P09086	A0A0B4J1S1	1	0
POU2F2	COTL1	P09086	Q14019	1	0
POU2F2	DLGAP4	P09086	A0A0B4J2C2	1	0
POU2F2	DOCK10	P09086	Q96BY6	1	0
POU2F2	DOCK2	P09086	Q5XG91	1	0
POU2F2	DOCK9	P09086	B3KXE2	1	0
POU2F2	DPYSL2	P09086	A0A1C7CYX9	1	0
POU2F2	DST	P09086	B4DSS9	1	0
POU2F2	EBF1	P09086	B4E2U8	1	0
POU2F2	EGLN3	P09086	B3KVT0	1	0
POU2F2	EGR2	P09086	P11161	1	0
POU2F2	EHMT1	P09086	Q9H9B1	1	0
POU2F2	GPCPD1	P09086	Q9NPB8	1	0
POU2F2	GRIP1	P09086	Q9Y3R0	1	0
POU2F2	GSE1	P09086	Q14687	1	0
POU2F2	HIVEP3	P09086	Q5T1R4	1	0
POU2F2	ID2	P09086	Q02363	1	0
POU2F2	IL21R	P09086	Q9HBE5	1	0
POU2F2	INPP4A	P09086	Q96PE3	1	0
POU2F2	INPP5D	P09086	Q92835	1	0
POU2F2	IPCEF1	P09086	Q8WWN9	1	0
POU2F2	KCNN3	P09086	A0A087WYJ0	1	0
POU2F2	KDM2B	P09086	Q8NHM5	1	0
POU2F2	KDM4B	P09086	A0A0C4DFL8	1	0
POU2F2	KIAA1217	P09086	Q5T5P2	1	0
POU2F2	LAT2	P09086	Q9GZY6	1	0
POU2F2	LCP1	P09086	A0A024RDT4	1	0
POU2F2	LRMP	P09086	Q12912	1	0
POU2F2	MAP3K8	P09086	P41279	1	0
POU2F2	MYH9	P09086	A0A024R1N1	1	0
POU2F2	NEDD4L	P09086	A0A024R2A4	1	0
POU2F2	NEDD9	P09086	A0A024QZV9	1	0
POU2F2	NLRC5	P09086	Q86WI3	1	0
POU2F2	OSBPL3	P09086	Q9H4L5	1	0
POU2F2	P2RY8	P09086	Q86VZ1	1	0
POU2F2	PDZD2	P09086	A0A024RE15	1	0
POU2F2	PIK3R5	P09086	L7RT34	1	0
POU2F2	PIK3R6	P09086	B3KRK9	1	0
POU2F2	PLEK	P09086	P08567	1	0
POU2F2	POU2F1	P09086	P14859	1	0
POU2F2	PREX1	P09086	Q8TCU6	1	0
POU2F2	PRKCB	P09086	P05771	1	0
POU2F2	PTPRJ	P09086	Q12913	1	0
POU2F2	RABGAP1L	P09086	Q5R372	1	0
POU2F2	REL	P09086	Q04864	1	0
POU2F2	RHBDF2	P09086	Q6PJF5	1	0
POU2F2	RHOH	P09086	Q15669	1	0
POU2F2	RUNX3	P09086	A0A024RAH4	1	0
POU2F2	RYR1	P09086	P21817	1	0
POU2F2	SBNO2	P09086	Q9Y2G9	1	0
POU2F2	SCAPER	P09086	Q9BY12	1	0
POU2F2	SEMA4D	P09086	Q92854	1	0
POU2F2	SMAD3	P09086	P84022	1	0
POU2F2	SORBS2	P09086	O94875	1	0
POU2F2	TBXAS1	P09086	P24557	1	0
POU2F2	TCF4	P09086	B3KVA4	1	0
POU2F2	TMC6	P09086	A0A024R8V2	1	0
POU2F2	TNFAIP8	P09086	O95379	1	0
POU2F2	TNFRSF13B	P09086	O14836	1	0
POU2F2	TRAF3	P09086	Q13114	1	0
POU2F2	VWA3B	P09086	B7Z3D8	1	0
POU2F2	ZCCHC2	P09086	Q9BRD4	1	0
POU2F2	ZNF532	P09086	A0A024R283	1	0
POU5F1	ID2	M1S623	Q02363	0	1
POU5F1	LEFTY1	M1S623	O75610	1	0
POU5F1	NANOG	M1S623	Q9H9S0	1	0
POU5F1	SOX2	M1S623	A0A0U3FYV6	1	0
POU5F1	TDGF1	M1S623	F5H1T8	1	0
POU5F1	ANGPT1	M1S623	Q15389	1	0
POU5F1	ANK1	M1S623	P16157	1	0
POU5F1	ANK2	M1S623	Q01484	1	0
POU5F1	ANK3	M1S623	Q12955	1	0
POU5F1	ANKS1B	M1S623	B7Z9I9	1	0
POU5F1	BCAR3	M1S623	O75815	1	0
POU5F1	BCR	M1S623	P11274	1	0
POU5F1	CACNA1C	M1S623	Q13936	1	0
POU5F1	CADPS	M1S623	Q9ULU8	1	0
POU5F1	CLASP2	M1S623	O75122	1	0
POU5F1	CNTNAP2	M1S623	A0A090N7T7	1	0
POU5F1	COBL	M1S623	O75128	1	0
POU5F1	CPNE4	M1S623	B7Z370	1	0
POU5F1	DNMBP	M1S623	A0A1B0GTX1	1	0
POU5F1	DPYSL2	M1S623	A0A1C7CYX9	1	0
POU5F1	EBF1	M1S623	B4E2U8	1	0
POU5F1	EPB41L2	M1S623	I6L9B1	1	0
POU5F1	EPHA4	M1S623	A0A024R452	1	0
POU5F1	FAT1	M1S623	Q14517	1	0
POU5F1	GALNT10	M1S623	Q86SR1	1	0
POU5F1	GAS7	M1S623	O60861	1	0
POU5F1	GCNT2	M1S623	Q8N0V5	1	0
POU5F1	GRIP1	M1S623	Q9Y3R0	1	0
POU5F1	IGF2BP3	M1S623	O00425	1	0
POU5F1	INPP5D	M1S623	Q92835	1	0
POU5F1	JMJD1C	M1S623	B7ZLC8	1	0
POU5F1	KIAA1217	M1S623	Q5T5P2	1	0
POU5F1	KIFC3	M1S623	Q9BVG8	1	0
POU5F1	LDLRAD3	M1S623	Q86YD5	1	0
POU5F1	LIMCH1	M1S623	Q9UPQ0	1	0
POU5F1	LRRK1	M1S623	Q38SD2	1	0
POU5F1	MACF1	M1S623	Q6ZSD7	1	0
POU5F1	MAGI2	M1S623	B7Z4H4	1	0
POU5F1	MAP2K5	M1S623	Q13163	1	0
POU5F1	NAV1	M1S623	Q8NEY1	1	0
POU5F1	NEDD4L	M1S623	A0A024R2A4	1	0
POU5F1	NRXN3	M1S623	Q9HDB5	1	0
POU5F1	OSBPL10	M1S623	Q9BXB5	1	0
POU5F1	RABGAP1L	M1S623	Q5R372	1	0
POU5F1	RUNX1T1	M1S623	B2R6I9	1	0
POU5F1	SASH1	M1S623	O94885	1	0
POU5F1	SBF2	M1S623	Q86WG5	1	0
POU5F1	SHROOM3	M1S623	B3KY47	1	0
POU5F1	SMAD3	M1S623	P84022	1	0
POU5F1	SNRPN	M1S623	P63162	1	0
POU5F1	SORBS2	M1S623	O94875	1	0
POU5F1	SPATS2L	M1S623	A0A024R3V0	1	0
POU5F1	SPTBN1	M1S623	B2ZZ89	1	0
POU5F1	STK10	M1S623	O94804	1	0
POU5F1	SYNE1	M1S623	B4E3R1	1	0
POU5F1	SYNE2	M1S623	Q8WXH0	1	0
POU5F1	TACC2	M1S623	B2RWP4	1	0
POU5F1	TCF4	M1S623	B3KVA4	1	0
POU5F1	TIAM2	M1S623	Q8IVF5	1	0
POU5F1	TJP2	M1S623	B7Z2R3	1	0
POU5F1	TNRC6B	M1S623	A0A024R1N5	1	0
POU5F1	TRIM2	M1S623	Q9C040	1	0
POU5F1	WNT5B	M1S623	Q9H1J7	1	0
POU5F1	ZEB2	M1S623	O60315	1	0
POU5F1	ZNF532	M1S623	A0A024R283	1	0
PPARA	ACOX1	F1D8S4	Q15067	1	0
PPARA	ACOX2	F1D8S4	Q99424	1	0
PPARA	ACSL1	F1D8S4	A8K9T3	0	1
PPARA	ANGPTL4	F1D8S4	Q9BY76	1	0
PPARA	APOA1	F1D8S4	A0A024R3E3	1	0
PPARA	APOB	F1D8S4	P04114	1	0
PPARA	APOBR	F1D8S4	Q0VD83	0	1
PPARA	CCND1	F1D8S4	P24385	1	0
PPARA	CD36	F1D8S4	A4D1B1	1	0
PPARA	CPT1A	F1D8S4	P50416	0	1
PPARA	CYP4A11	F1D8S4	Q02928	1	0
PPARA	FABP3	F1D8S4	P05413	1	0
PPARA	FADS2	F1D8S4	O95864	1	0
PPARA	HMGCS1	F1D8S4	A0A024R059	1	0
PPARA	HMGCS2	F1D8S4	P54868	1	0
PPARA	LPL	F1D8S4	A0A1B1RVA9	1	0
PPARA	MMP9	F1D8S4	P14780	0	1
PPARA	MYC	F1D8S4	A0A087WVR4	1	0
PPARA	NFKBIA	F1D8S4	P25963	1	0
PPARA	PANK1	F1D8S4	Q8TE04	1	0
PPARA	PTGS2	F1D8S4	P35354	1	0
PPARA	SERPINE1	F1D8S4	A0A024QYT5	1	0
PPARA	TUBA1B	F1D8S4	P68363	0	1
PPARA	UCP1	F1D8S4	P25874	0	1
PPARG	ABCG2	E9PFX5	Q9UNQ0	1	0
PPARG	ANGPTL4	E9PFX5	Q9BY76	1	0
PPARG	APOB	E9PFX5	P04114	0	1
PPARG	APOBR	E9PFX5	Q0VD83	0	1
PPARG	ATP2A2	E9PFX5	P16615	1	0
PPARG	BCL2	E9PFX5	A0A024R2B3	1	0
PPARG	CCND1	E9PFX5	P24385	0	1
PPARG	CD36	E9PFX5	A4D1B1	1	0
PPARG	CD83	E9PFX5	Q01151	1	0
PPARG	CDKN1A	E9PFX5	A0A024RCX5	1	0
PPARG	CPT1B	E9PFX5	Q92523	1	0
PPARG	CYP27A1	E9PFX5	Q02318	1	0
PPARG	DBI	E9PFX5	P07108	1	0
PPARG	EGFR	E9PFX5	Q504U8	0	1
PPARG	FABP4	E9PFX5	E7DVW4	1	0
PPARG	GK	E9PFX5	B4DH54	1	0
PPARG	GSTA2	E9PFX5	A0A140VKE2	1	0
PPARG	LIPE	E9PFX5	A8K8W7	1	0
PPARG	LPL	E9PFX5	A0A1B1RVA9	1	0
PPARG	MMP1	E9PFX5	B4DN15	1	0
PPARG	MMP9	E9PFX5	P14780	0	1
PPARG	MYC	E9PFX5	A0A087WVR4	0	1
PPARG	NR1D1	E9PFX5	F1D8S3	1	0
PPARG	NR1H3	E9PFX5	Q13133	1	0
PPARG	PLIN2	E9PFX5	Q6FHZ7	1	0
PPARG	POU2F1	E9PFX5	P14859	1	0
PPARG	PTEN	E9PFX5	F6KD01	1	0
PPARG	PTGS2	E9PFX5	P35354	0	1
PPARG	RARB	E9PFX5	F1D8S6	1	0
PPARG	RETN	E9PFX5	Q9HD89	1	0
PPARG	SAT1	E9PFX5	P21673	1	0
PPARG	SCARB1	E9PFX5	Q8WTV0	1	0
PPARG	SERPINE1	E9PFX5	A0A024QYT5	1	0
PPARG	SLC2A4	E9PFX5	P14672	0	1
PPARG	TNFRSF11B	E9PFX5	O00300	1	0
PPARG	TP53	E9PFX5	K7PPA8	1	0
PPARG	UCP1	E9PFX5	P25874	1	0
PPARG	VLDLR	E9PFX5	P98155	1	0
PRDM1	CIITA	O75626	A0A0B4J1S1	0	1
PRDM1	MYC	O75626	A0A087WVR4	0	1
PRDM1	ACSS2	O75626	Q96FY7	1	0
PRDM1	ANO10	O75626	Q9NW15	1	0
PRDM1	AOAH	O75626	A0A087WVT3	1	0
PRDM1	APOL2	O75626	A0A024R1M8	1	0
PRDM1	ARAP2	O75626	A7E2A5	1	0
PRDM1	ARHGAP26	O75626	A0A0S2Z536	1	0
PRDM1	CREB1	O75626	B7Z5C6	1	0
PRDM1	CRISPLD1	O75626	Q9H336	1	0
PRDM1	DLG2	O75626	Q15700	1	0
PRDM1	DMD	O75626	P11532	1	0
PRDM1	EVI5L	O75626	Q96CN4	1	0
PRDM1	FXR2	O75626	P51116	1	0
PRDM1	IFIT2	O75626	P09913	1	0
PRDM1	IL18	O75626	A0A024R3E0	1	0
PRDM1	IL24	O75626	Q13007	1	0
PRDM1	KCNK1	O75626	A0A024R3T2	1	0
PRDM1	LGR4	O75626	Q59ER8	1	0
PRDM1	LMO7	O75626	F8J2B5	1	0
PRDM1	MBNL3	O75626	Q9NUK0	1	0
PRDM1	MECOM	O75626	Q03112	1	0
PRDM1	MID1	O75626	A0A024RBV4	1	0
PRDM1	MYO1E	O75626	Q12965	1	0
PRDM1	NFIX	O75626	B4DHW2	1	0
PRDM1	NR3C1	O75626	F1D8N4	1	0
PRDM1	OLR1	O75626	P78380	1	0
PRDM1	PAQR5	O75626	A0A024R607	1	0
PRDM1	PCNA	O75626	P12004	1	0
PRDM1	PLXNA2	O75626	O75051	1	0
PRDM1	PRKCH	O75626	P24723	1	0
PRDM1	S100A16	O75626	Q96FQ6	1	0
PRDM1	SLC37A1	O75626	P57057	1	0
PRDM1	TEAD1	O75626	P28347	1	0
PRDM1	TNFSF8	O75626	P32971	1	0
PRDM1	TNIK	O75626	Q9UKE5	1	0
PRDM1	ZFP36L1	O75626	A0A024R658	1	0
PRDM1	ZHX1	O75626	A0A024R9F1	1	0
PRDM1	ZSCAN31	O75626	A0A024RCL4	1	0
PROX1	NR5A2	Q92786	O00482	0	1
PROX1	ADD3	Q92786	Q9UEY8	1	0
PROX1	AFAP1L2	Q92786	Q8N4X5	1	0
PROX1	ARHGAP42	Q92786	A6NI28	1	0
PROX1	ARHGEF2	Q92786	Q92974	1	0
PROX1	ATP1A1	Q92786	P05023	1	0
PROX1	DNM2	Q92786	P50570	1	0
